order_id,warehouse,destination,distance_km,vehicle_type,package_weight_kg,traffic_level,weather,number_of_stops,expected_time_hr,delivery_time_hr,transport_cost,delivery_delay_hr,delivery_status
10472,Kota,Jaipur,421.2,Mini Truck,12.4,High,Rain,7,10.62,12.81,5987.28,2.19,Delayed
10473,Delhi,Bhilwara,111.9,Truck,12.4,High,Clear,8,4.04,5.37,2057.6,1.33,Delayed
10474,Kota,Ajmer,141.7,Truck,13.4,Low,Hot,3,3.84,4.13,2422.49,0.29,On Time
10475,Ahmedabad,Jodhpur,372.4,Mini Truck,16.8,Low,Hot,4,9.0,9.17,5232.53,0.17,On Time
10476,Kota,Jodhpur,79.4,Mini Truck,17.8,Medium,Hot,5,2.66,3.73,1246.33,1.07,Delayed
10477,Udaipur,Udaipur,205.9,Mini Truck,39.5,Medium,Clear,5,5.48,6.73,3022.42,1.25,Delayed
10478,Jaipur,Delhi,267.9,Van,16.8,Medium,Clear,7,6.84,7.78,3251.89,0.94,Delayed
10479,Kota,Ajmer,361.6,Van,11.6,High,Cloudy,2,7.89,9.52,4275.45,1.63,Delayed
10480,Kota,Bhilwara,180.0,Truck,36.1,Medium,Cloudy,3,4.73,5.03,3154.47,0.3,On Time
10481,Jaipur,Ajmer,110.9,Van,15.1,Low,Clear,7,3.57,3.25,1478.21,-0.32,On Time
10482,Udaipur,Kota,95.4,Mini Truck,2.1,Low,Rain,5,3.02,4.2,1401.17,1.18,Delayed
10483,Delhi,Delhi,261.0,Mini Truck,41.3,Medium,Clear,4,6.52,7.01,3762.17,0.49,On Time
10484,Kota,Bhilwara,264.4,Van,8.1,Low,Clear,7,6.77,6.33,3185.43,-0.44,On Time
10485,Jaipur,Bhilwara,534.3,Truck,20.7,Medium,Clear,2,12.79,14.43,9087.41,1.64,Delayed
10486,Ahmedabad,Jaipur,188.9,Truck,14.1,Low,Cloudy,5,5.29,6.08,3340.38,0.79,Delayed
10487,Jaipur,Udaipur,266.3,Van,15.6,Low,Clear,7,6.81,6.75,3271.26,-0.06,On Time
10488,Ahmedabad,Jaipur,215.1,Truck,9.0,Low,Rain,3,5.54,5.85,3758.82,0.31,On Time
10489,Udaipur,Bhilwara,118.0,Truck,7.5,Medium,Cloudy,2,3.1,4.23,2051.65,1.13,Delayed
10490,Delhi,Delhi,262.9,Truck,28.6,Low,Rain,3,6.65,7.23,4583.52,0.58,On Time
10491,Jaipur,Ajmer,387.4,Mini Truck,16.0,Medium,Hot,3,9.15,10.55,5395.64,1.4,Delayed
10492,Kota,Ajmer,319.0,Mini Truck,13.4,Medium,Cloudy,3,7.63,8.21,4481.54,0.58,On Time
10493,Udaipur,Delhi,153.7,Van,13.6,Medium,Hot,7,4.46,6.2,1908.21,1.74,Delayed
10494,Jaipur,Bhilwara,600.0,Mini Truck,30.1,Medium,Clear,2,13.69,14.16,8307.39,0.47,On Time
10495,Kota,Jodhpur,198.8,Truck,8.2,Low,Clear,7,5.88,6.94,3474.08,1.06,Delayed
10496,Jaipur,Ajmer,414.8,Mini Truck,36.3,Medium,Clear,7,10.48,11.27,5908.05,0.79,Delayed
10497,Ahmedabad,Jodhpur,191.5,Van,18.5,Low,Clear,7,5.25,5.87,2423.67,0.62,On Time
10498,Jaipur,Ajmer,409.5,Mini Truck,12.2,Medium,Rain,5,10.0,11.26,5757.22,1.26,Delayed
10499,Jaipur,Ajmer,206.0,Truck,10.6,Low,Clear,6,5.87,5.28,3635.39,-0.59,On Time
10500,Jaipur,Udaipur,213.9,Truck,9.8,Medium,Clear,1,5.15,4.81,3627.25,-0.34,On Time
10501,Udaipur,Udaipur,379.8,Van,9.5,High,Cloudy,5,8.81,10.98,4493.11,2.17,Delayed
10502,Jaipur,Kota,578.2,Mini Truck,25.1,Medium,Cloudy,2,13.21,14.04,7914.68,0.83,Delayed
10503,Kota,Jaipur,201.9,Mini Truck,6.9,Medium,Clear,1,4.67,4.81,2796.9,0.14,On Time
10504,Ahmedabad,Delhi,183.9,Mini Truck,14.2,Medium,Rain,1,4.27,6.36,2606.14,2.09,Delayed
10505,Ahmedabad,Delhi,151.7,Truck,17.8,Low,Clear,1,3.71,4.23,2617.07,0.52,On Time
10506,Jaipur,Delhi,139.2,Van,7.9,High,Clear,6,3.98,6.1,1755.75,2.12,Delayed
10507,Udaipur,Kota,157.4,Mini Truck,5.7,Low,Cloudy,7,4.76,4.26,2321.2,-0.5,On Time
10508,Udaipur,Udaipur,171.3,Truck,3.1,High,Cloudy,8,5.42,7.58,3047.71,2.16,Delayed
10509,Kota,Bhilwara,354.3,Truck,17.4,Medium,Clear,4,8.96,9.83,6088.82,0.87,Delayed
10510,Jaipur,Jodhpur,299.9,Truck,4.0,Medium,Rain,2,7.33,9.47,5077.75,2.14,Delayed
10511,Ahmedabad,Jodhpur,331.1,Mini Truck,44.9,Medium,Clear,8,8.8,9.74,4771.81,0.94,Delayed
10512,Udaipur,Bhilwara,328.1,Mini Truck,20.6,Medium,Clear,6,8.37,9.15,4657.37,0.78,Delayed
10513,Jaipur,Kota,412.6,Mini Truck,11.5,Medium,Clear,6,10.25,11.52,5788.19,1.27,Delayed
10514,Udaipur,Bhilwara,150.0,Mini Truck,11.5,Low,Cloudy,4,4.05,4.53,2228.73,0.48,On Time
10515,Udaipur,Delhi,257.1,Mini Truck,17.7,Medium,Cloudy,1,5.89,7.18,3545.7,1.29,Delayed
10516,Ahmedabad,Jaipur,88.9,Mini Truck,11.9,Medium,Clear,7,3.24,3.72,1390.46,0.48,On Time
10517,Delhi,Ajmer,89.3,Mini Truck,3.5,High,Clear,4,2.7,4.12,1306.36,1.42,Delayed
10518,Kota,Jodhpur,243.4,Mini Truck,4.8,Medium,Rain,8,6.85,7.57,3494.26,0.72,On Time
10519,Kota,Udaipur,213.9,Mini Truck,28.3,Low,Clear,8,6.19,5.94,3181.61,-0.25,On Time
10520,Ahmedabad,Udaipur,233.7,Truck,10.8,Low,Clear,4,6.15,6.51,4118.41,0.36,On Time
10521,Udaipur,Kota,314.2,Mini Truck,15.2,Medium,Cloudy,6,8.06,9.11,4446.08,1.05,Delayed
10522,Jaipur,Udaipur,466.4,Van,26.6,Low,Clear,2,10.08,9.64,5512.82,-0.44,On Time
10523,Udaipur,Delhi,230.4,Truck,10.2,Low,Rain,3,5.9,7.28,3894.27,1.38,Delayed
10524,Ahmedabad,Jodhpur,210.9,Mini Truck,3.3,High,Clear,7,5.95,8.79,3026.93,2.84,Delayed
10525,Kota,Bhilwara,155.1,Van,15.9,Medium,Cloudy,8,4.67,5.06,2060.0,0.39,On Time
10526,Udaipur,Delhi,357.1,Mini Truck,18.1,Medium,Clear,8,9.38,9.99,5091.93,0.61,On Time
10527,Kota,Kota,162.3,Van,8.1,Low,Rain,4,4.1,4.62,1999.59,0.52,On Time
10528,Jaipur,Delhi,197.8,Van,6.2,Medium,Clear,7,5.38,6.04,2431.67,0.66,On Time
10529,Kota,Bhilwara,318.0,Van,27.6,Low,Cloudy,4,7.34,7.56,3836.15,0.22,On Time
10530,Kota,Jaipur,239.8,Van,20.5,Medium,Cloudy,1,5.18,5.67,2898.04,0.49,On Time
10531,Delhi,Kota,232.8,Truck,10.4,Low,Clear,7,6.67,6.55,4049.4,-0.12,On Time
10532,Delhi,Jaipur,142.5,Truck,5.8,High,Clear,1,3.49,5.03,2506.45,1.54,Delayed
10533,Delhi,Ajmer,273.9,Van,22.9,Medium,Cloudy,8,7.15,8.16,3340.4,1.01,Delayed
10534,Kota,Jaipur,600.0,Mini Truck,12.8,Medium,Hot,6,14.41,16.07,8335.73,1.66,Delayed
10535,Ahmedabad,Ajmer,109.9,Van,7.6,Medium,Clear,1,2.47,3.16,1280.33,0.69,On Time
10536,Kota,Ajmer,122.9,Truck,21.6,Medium,Clear,7,4.12,4.57,2261.02,0.45,On Time
10537,Ahmedabad,Jaipur,341.9,Mini Truck,13.6,Low,Rain,5,8.5,9.61,4779.86,1.11,Delayed
10538,Ahmedabad,Kota,260.4,Truck,18.7,Medium,Clear,7,7.32,8.2,4541.23,0.88,Delayed
10539,Delhi,Bhilwara,449.0,Truck,21.7,Low,Hot,4,11.16,11.37,7641.74,0.21,On Time
10540,Udaipur,Delhi,152.5,Mini Truck,3.8,High,Cloudy,1,3.57,5.39,2135.29,1.82,Delayed
10541,Jaipur,Delhi,360.0,Van,7.1,High,Cloudy,2,7.86,9.29,4210.71,1.43,Delayed
10542,Delhi,Bhilwara,273.9,Van,25.8,Low,Clear,5,6.61,6.37,3317.98,-0.24,On Time
10543,Delhi,Jodhpur,135.0,Van,20.2,High,Clear,6,3.89,4.54,1749.61,0.65,On Time
10544,Udaipur,Jodhpur,162.7,Van,27.1,Medium,Cloudy,3,3.93,4.58,1957.91,0.65,On Time
10545,Jaipur,Ajmer,231.9,Mini Truck,9.0,Low,Hot,4,5.87,5.38,3285.76,-0.49,On Time
10546,Kota,Ajmer,142.2,Mini Truck,14.2,High,Hot,4,3.88,5.39,2059.83,1.51,Delayed
10547,Kota,Kota,402.0,Mini Truck,14.7,Medium,Clear,2,9.29,10.25,5564.37,0.96,Delayed
10548,Delhi,Udaipur,333.2,Truck,19.1,Medium,Clear,3,8.29,8.31,5727.77,0.02,On Time
10549,Jaipur,Jaipur,176.0,Mini Truck,18.8,Medium,Clear,8,5.35,5.96,2681.04,0.61,On Time
10550,Delhi,Ajmer,211.1,Van,24.6,Low,Rain,3,4.94,5.77,2574.55,0.83,Delayed
10551,Ahmedabad,Delhi,369.5,Truck,14.3,High,Clear,6,9.67,11.06,6366.92,1.39,Delayed
10552,Delhi,Kota,222.1,Van,23.1,Low,Clear,6,5.71,5.49,2711.3,-0.22,On Time
10553,Delhi,Jaipur,584.1,Van,25.4,Low,Clear,5,13.07,13.22,6833.64,0.15,On Time
10554,Kota,Kota,301.0,Mini Truck,14.2,Medium,Clear,8,8.13,9.04,4323.21,0.91,Delayed
10555,Kota,Jaipur,145.7,Mini Truck,11.4,Medium,Hot,4,3.96,4.96,2060.08,1.0,Delayed
10556,Kota,Jaipur,126.6,Van,15.9,Medium,Clear,1,2.82,3.33,1433.48,0.51,On Time
10557,Ahmedabad,Bhilwara,389.7,Van,20.4,Low,Clear,6,9.2,9.59,4669.71,0.39,On Time
10558,Kota,Ajmer,181.0,Truck,60.0,Low,Clear,2,4.57,3.98,3237.18,-0.59,On Time
10559,Jaipur,Kota,247.6,Mini Truck,16.4,Low,Clear,2,5.86,6.17,3489.15,0.31,On Time
10560,Udaipur,Kota,45.0,Truck,9.3,High,Clear,2,1.41,3.1,859.46,1.69,Delayed
10561,Jaipur,Bhilwara,232.1,Truck,2.9,Low,Clear,7,6.66,6.75,4090.89,0.09,On Time
10562,Jaipur,Delhi,102.6,Truck,25.3,Medium,Cloudy,8,3.83,4.63,1991.99,0.8,Delayed
10563,Kota,Delhi,101.8,Van,5.5,Medium,Clear,8,3.56,3.41,1313.61,-0.15,On Time
10564,Udaipur,Jodhpur,422.6,Truck,60.0,High,Clear,6,10.91,13.03,7370.44,2.12,Delayed
10565,Udaipur,Ajmer,193.3,Truck,19.8,High,Clear,6,5.58,7.46,3447.25,1.88,Delayed
10566,Udaipur,Ajmer,188.0,Van,44.2,Low,Rain,2,4.28,4.65,2323.1,0.37,On Time
10567,Ahmedabad,Udaipur,600.0,Mini Truck,26.2,Low,Cloudy,8,14.77,15.21,8423.45,0.44,On Time
10568,Kota,Bhilwara,374.0,Mini Truck,13.5,Medium,Cloudy,8,9.75,10.63,5314.48,0.88,Delayed
10569,Udaipur,Delhi,497.4,Truck,19.3,Low,Cloudy,6,12.65,12.49,8543.23,-0.16,On Time
10570,Ahmedabad,Jaipur,430.2,Van,7.7,Medium,Cloudy,7,10.22,11.56,5138.6,1.34,Delayed
10571,Delhi,Kota,346.5,Mini Truck,13.2,Medium,Clear,1,7.88,8.39,4753.79,0.51,On Time
10572,Delhi,Ajmer,485.8,Truck,20.0,High,Hot,1,11.48,13.89,8171.84,2.41,Delayed
10573,Ahmedabad,Kota,150.5,Truck,4.3,Low,Clear,5,4.4,4.64,2641.58,0.24,On Time
10574,Ahmedabad,Kota,140.5,Van,11.9,High,Clear,8,4.37,6.3,1829.35,1.93,Delayed
10575,Kota,Udaipur,102.1,Truck,24.6,Low,Rain,4,3.09,4.15,1863.95,1.06,Delayed
10576,Kota,Delhi,83.4,Mini Truck,19.7,Medium,Clear,1,2.03,2.97,1241.04,0.94,Delayed
10577,Delhi,Ajmer,244.9,Van,6.9,Medium,Hot,5,6.0,7.1,2994.73,1.1,Delayed
10578,Udaipur,Kota,95.3,Mini Truck,31.4,Medium,Clear,3,2.66,3.03,1438.56,0.37,On Time
10579,Delhi,Ajmer,120.8,Mini Truck,16.2,Medium,Rain,4,3.4,4.93,1772.41,1.53,Delayed
10580,Udaipur,Jaipur,204.5,Mini Truck,8.7,High,Rain,8,5.98,8.69,3008.36,2.71,Delayed
10581,Udaipur,Udaipur,49.6,Truck,4.2,High,Hot,1,1.33,3.45,880.29,2.12,Delayed
10582,Kota,Jaipur,220.7,Truck,28.8,High,Hot,7,6.39,8.42,3915.39,2.03,Delayed
10583,Jaipur,Ajmer,231.8,Mini Truck,30.9,Low,Rain,3,5.69,5.55,3327.3,-0.14,On Time
10584,Jaipur,Jodhpur,592.9,Mini Truck,22.8,High,Cloudy,5,14.08,15.58,8252.68,1.5,Delayed
10585,Ahmedabad,Ajmer,257.7,Van,14.9,Medium,Clear,1,5.55,6.11,3029.82,0.56,On Time
10586,Kota,Delhi,245.2,Van,18.5,Low,Clear,8,6.55,6.05,3067.64,-0.5,On Time
10587,Udaipur,Kota,485.7,Truck,23.9,Low,Cloudy,1,11.48,11.99,8228.58,0.51,On Time
10588,Jaipur,Kota,202.3,Truck,10.0,Low,Hot,6,5.78,5.17,3557.95,-0.61,On Time
10589,Udaipur,Jaipur,254.5,Van,11.1,Low,Cloudy,3,5.84,6.32,3042.53,0.48,On Time
10590,Jaipur,Udaipur,375.8,Mini Truck,17.4,Medium,Hot,1,8.53,10.13,5222.03,1.6,Delayed
10591,Jaipur,Jodhpur,152.2,Truck,9.7,High,Rain,2,3.9,6.11,2650.42,2.21,Delayed
10592,Jaipur,Bhilwara,377.2,Mini Truck,10.0,Medium,Clear,7,9.64,10.31,5336.13,0.67,On Time
10593,Kota,Kota,105.9,Van,17.9,Medium,Clear,6,3.29,4.43,1306.8,1.14,Delayed
10594,Delhi,Delhi,323.8,Truck,28.4,High,Clear,6,8.61,9.77,5648.52,1.16,Delayed
10595,Udaipur,Jaipur,324.9,Truck,27.8,Low,Clear,1,7.74,8.04,5560.97,0.3,On Time
10596,Kota,Jaipur,185.3,Van,15.8,High,Cloudy,7,5.12,6.31,2353.17,1.19,Delayed
10597,Kota,Bhilwara,208.8,Truck,14.3,Medium,Hot,6,5.94,6.39,3640.7,0.45,On Time
10598,Kota,Delhi,512.5,Van,34.2,Medium,Rain,4,11.4,13.03,6015.18,1.63,Delayed
10599,Kota,Udaipur,217.1,Truck,21.9,Low,Clear,3,5.59,5.58,3794.06,-0.01,On Time
10600,Kota,Delhi,303.3,Van,5.9,Medium,Clear,4,7.04,6.97,3562.42,-0.07,On Time
10601,Ahmedabad,Udaipur,236.4,Truck,7.6,Low,Clear,5,6.4,7.04,4142.54,0.64,On Time
10602,Udaipur,Delhi,159.4,Mini Truck,23.3,Medium,Clear,4,4.26,4.77,2299.48,0.51,On Time
10603,Kota,Delhi,165.4,Mini Truck,27.0,Low,Clear,7,4.94,5.17,2440.56,0.23,On Time
10604,Udaipur,Ajmer,282.1,Mini Truck,3.5,High,Clear,2,6.63,8.85,3915.3,2.22,Delayed
10605,Ahmedabad,Jaipur,457.8,Truck,14.0,Medium,Clear,6,11.73,12.54,7878.21,0.81,Delayed
10606,Ahmedabad,Delhi,109.4,Truck,7.9,Low,Clear,7,3.8,4.37,2030.36,0.57,On Time
10607,Udaipur,Bhilwara,492.2,Mini Truck,17.8,Medium,Hot,6,12.02,12.63,6910.81,0.61,On Time
10608,Jaipur,Delhi,318.8,Mini Truck,33.6,Low,Clear,8,8.52,9.16,4583.49,0.64,On Time
10609,Delhi,Kota,202.4,Van,5.9,Medium,Clear,2,4.58,4.91,2342.44,0.33,On Time
10610,Jaipur,Jaipur,273.2,Van,10.0,High,Clear,6,6.77,8.01,3297.82,1.24,Delayed
10611,Jaipur,Kota,315.9,Van,13.3,Medium,Clear,4,7.3,7.35,3728.47,0.05,On Time
10612,Jaipur,Jaipur,124.1,Mini Truck,6.1,Low,Cloudy,8,4.2,4.42,1899.74,0.22,On Time
10613,Kota,Kota,211.5,Mini Truck,3.5,Medium,Cloudy,8,6.14,7.22,3101.97,1.08,Delayed
10614,Ahmedabad,Delhi,230.5,Mini Truck,8.2,Medium,Clear,5,6.02,7.07,3282.05,1.05,Delayed
10615,Jaipur,Delhi,89.6,Van,48.9,High,Cloudy,8,3.31,4.27,1328.21,0.96,Delayed
10616,Ahmedabad,Ajmer,351.8,Truck,12.5,Low,Clear,8,9.62,9.79,6105.37,0.17,On Time
10617,Udaipur,Bhilwara,163.5,Mini Truck,12.6,Medium,Cloudy,1,3.81,4.8,2318.33,0.99,Delayed
10618,Delhi,Kota,168.6,Truck,23.1,Medium,Clear,2,4.28,5.26,2867.85,0.98,Delayed
10619,Udaipur,Udaipur,220.0,Truck,13.7,Low,Clear,4,5.84,5.49,3774.66,-0.35,On Time
10620,Udaipur,Ajmer,290.0,Truck,35.4,Low,Rain,7,8.0,7.67,5174.9,-0.33,On Time
10621,Kota,Kota,279.0,Van,17.5,Medium,Rain,4,6.53,8.35,3308.53,1.82,Delayed
10622,Delhi,Kota,235.9,Truck,9.0,High,Cloudy,4,6.21,7.74,4091.31,1.53,Delayed
10623,Udaipur,Ajmer,273.5,Mini Truck,24.0,High,Clear,1,6.26,7.89,3838.66,1.63,Delayed
10624,Udaipur,Delhi,154.4,Van,5.6,Medium,Clear,3,3.76,4.42,1795.34,0.66,On Time
10625,Delhi,Kota,249.9,Mini Truck,11.6,Medium,Hot,6,6.63,7.74,3510.27,1.11,Delayed
10626,Delhi,Delhi,305.0,Mini Truck,7.4,Low,Clear,6,7.86,8.19,4357.28,0.33,On Time
10627,Udaipur,Ajmer,166.9,Van,6.5,High,Clear,7,4.74,5.4,2063.24,0.66,On Time
10628,Delhi,Delhi,233.3,Mini Truck,30.6,High,Clear,8,6.62,8.63,3400.89,2.01,Delayed
10629,Udaipur,Jaipur,308.6,Mini Truck,26.8,High,Clear,5,7.76,9.18,4368.48,1.42,Delayed
10630,Udaipur,Udaipur,219.8,Van,17.7,Medium,Clear,7,5.84,7.27,2701.2,1.43,Delayed
10631,Kota,Jodhpur,113.1,Mini Truck,44.0,Low,Clear,3,3.05,2.84,1733.83,-0.21,On Time
10632,Jaipur,Kota,453.6,Truck,8.5,High,Clear,6,11.63,12.82,7731.51,1.19,Delayed
10633,Udaipur,Bhilwara,411.2,Mini Truck,23.8,Medium,Hot,5,10.04,10.97,5711.2,0.93,Delayed
10634,Ahmedabad,Udaipur,229.2,Truck,34.9,Low,Clear,7,6.59,6.81,4128.79,0.22,On Time
10635,Jaipur,Jodhpur,488.8,Mini Truck,16.8,Medium,Clear,5,11.76,12.34,6782.79,0.58,On Time
10636,Jaipur,Delhi,315.7,Van,14.5,Low,Cloudy,4,7.3,7.66,3742.81,0.36,On Time
10637,Jaipur,Kota,205.7,Van,9.9,Low,Cloudy,2,4.65,4.58,2472.64,-0.07,On Time
10638,Kota,Delhi,156.3,Mini Truck,23.8,Medium,Clear,4,4.19,4.91,2281.07,0.72,On Time
10639,Udaipur,Jaipur,124.4,Van,5.0,Medium,Rain,1,2.77,5.28,1509.75,2.51,Delayed
10640,Kota,Ajmer,211.7,Mini Truck,3.6,High,Clear,8,6.14,7.8,3103.92,1.66,Delayed
10641,Udaipur,Kota,141.0,Van,20.8,Low,Rain,6,4.02,5.02,1794.6,1.0,Delayed
10642,Kota,Jodhpur,147.5,Truck,8.0,Low,Clear,5,4.33,3.67,2642.97,-0.66,On Time
10643,Kota,Jodhpur,274.5,Mini Truck,8.8,Low,Clear,7,7.36,7.97,3927.92,0.61,On Time
10644,Ahmedabad,Jaipur,106.4,Truck,7.1,Low,Rain,8,3.91,5.19,1959.62,1.28,Delayed
10645,Kota,Jaipur,90.9,Truck,17.8,Low,Cloudy,2,2.47,2.25,1624.0,-0.22,On Time
10646,Delhi,Kota,242.6,Mini Truck,16.4,Medium,Clear,7,6.65,7.82,3459.02,1.17,Delayed
10647,Ahmedabad,Delhi,311.0,Truck,6.9,Medium,Clear,6,8.31,9.16,5402.54,0.85,Delayed
10648,Kota,Bhilwara,284.0,Mini Truck,15.9,Medium,Clear,5,7.21,7.93,4049.4,0.72,On Time
10649,Jaipur,Jodhpur,92.2,Truck,17.0,High,Cloudy,5,3.04,5.22,1703.97,2.18,Delayed
10650,Delhi,Jodhpur,155.0,Mini Truck,12.5,Medium,Clear,4,4.16,4.63,2166.61,0.47,On Time
10651,Delhi,Jaipur,165.4,Mini Truck,27.7,Low,Clear,2,4.04,3.71,2408.59,-0.33,On Time
10652,Delhi,Udaipur,95.3,Van,13.4,Low,Clear,2,2.35,2.44,1192.17,0.09,On Time
10653,Ahmedabad,Jaipur,234.0,Mini Truck,19.9,High,Cloudy,6,6.28,8.12,3373.06,1.84,Delayed
10654,Kota,Bhilwara,257.4,Mini Truck,13.8,Medium,Rain,5,6.62,8.55,3650.31,1.93,Delayed
10655,Kota,Delhi,207.7,Truck,16.7,High,Rain,8,6.27,8.5,3686.65,2.23,Delayed
10656,Jaipur,Delhi,94.5,Mini Truck,13.5,High,Clear,2,2.46,3.58,1354.27,1.12,Delayed
10657,Jaipur,Udaipur,584.5,Van,7.3,High,Hot,2,12.54,15.48,6839.42,2.94,Delayed
10658,Delhi,Jodhpur,146.7,Truck,11.2,High,Cloudy,7,4.67,5.78,2627.35,1.11,Delayed
10659,Jaipur,Jaipur,371.7,Truck,28.7,Medium,Rain,6,9.72,11.24,6435.84,1.52,Delayed
10660,Ahmedabad,Delhi,457.4,Van,34.1,Low,Clear,4,10.25,10.6,5448.34,0.35,On Time
10661,Kota,Bhilwara,184.3,Truck,19.8,High,Clear,7,5.55,7.57,3294.25,2.02,Delayed
10662,Delhi,Kota,284.4,Truck,17.5,Medium,Rain,7,7.87,9.11,4952.3,1.24,Delayed
10663,Jaipur,Ajmer,107.6,Truck,5.2,Low,Clear,3,3.04,2.2,1880.2,-0.84,On Time
10664,Ahmedabad,Ajmer,188.4,Truck,17.3,Medium,Clear,1,4.56,4.99,3240.66,0.43,On Time
10665,Ahmedabad,Ajmer,289.4,Van,6.5,Medium,Rain,3,6.57,8.46,3392.5,1.89,Delayed
10666,Jaipur,Jodhpur,231.4,Van,11.8,High,Rain,2,5.18,7.77,2739.2,2.59,Delayed
10667,Kota,Jaipur,330.1,Truck,17.4,Medium,Hot,5,8.58,9.88,5765.02,1.3,Delayed
10668,Jaipur,Udaipur,176.9,Truck,9.4,Low,Cloudy,1,4.29,4.71,3014.27,0.42,On Time
10669,Delhi,Delhi,371.7,Van,16.4,High,Clear,1,7.92,10.02,4321.93,2.1,Delayed
10670,Jaipur,Kota,134.6,Van,11.3,High,Clear,5,3.7,4.85,1655.09,1.15,Delayed
10671,Ahmedabad,Bhilwara,286.4,Van,16.7,Medium,Clear,1,6.15,6.31,3325.72,0.16,On Time
10672,Jaipur,Kota,167.7,Truck,47.9,Low,Clear,5,4.8,4.97,3099.27,0.17,On Time
10673,Kota,Bhilwara,87.4,Truck,25.1,Medium,Clear,1,2.21,2.44,1585.84,0.23,On Time
10674,Udaipur,Jodhpur,327.0,Mini Truck,12.0,Medium,Clear,7,8.53,8.66,4601.21,0.13,On Time
10675,Jaipur,Jaipur,153.1,Van,40.7,Low,Cloudy,8,4.63,5.28,2049.46,0.65,On Time
10676,Kota,Ajmer,129.0,Truck,24.6,Low,Rain,6,4.08,4.99,2401.11,0.91,Delayed
10677,Kota,Jaipur,419.2,Van,9.5,Medium,Hot,6,9.81,10.82,4995.14,1.01,Delayed
10678,Ahmedabad,Jodhpur,348.3,Truck,8.8,Medium,Rain,3,8.64,10.16,5921.35,1.52,Delayed
10679,Kota,Udaipur,126.1,Van,25.7,Medium,Rain,7,3.89,5.34,1750.57,1.45,Delayed
10680,Kota,Udaipur,116.2,Truck,15.7,Low,Cloudy,1,2.88,3.53,1945.15,0.65,On Time
10681,Kota,Jodhpur,178.8,Mini Truck,6.4,Medium,Hot,4,4.69,5.01,2636.12,0.32,On Time
10682,Kota,Bhilwara,120.7,Mini Truck,14.4,Medium,Cloudy,5,3.58,3.68,1794.21,0.1,On Time
10683,Delhi,Delhi,467.3,Van,10.6,Low,Rain,7,11.0,11.38,5621.92,0.38,On Time
10684,Delhi,Delhi,84.6,Truck,8.0,Low,Hot,1,2.15,2.58,1420.46,0.43,On Time
10685,Ahmedabad,Bhilwara,541.9,Truck,12.7,Medium,Hot,6,13.68,15.49,9241.0,1.81,Delayed
10686,Jaipur,Udaipur,280.7,Van,15.1,High,Clear,6,6.93,8.82,3372.53,1.89,Delayed
10687,Kota,Udaipur,308.0,Truck,37.3,Medium,Clear,5,8.06,9.03,5370.38,0.97,Delayed
10688,Jaipur,Udaipur,243.2,Van,27.5,Low,Clear,4,5.79,5.75,2973.73,-0.04,On Time
10689,Jaipur,Jaipur,91.7,Truck,14.1,Low,Clear,1,2.31,1.71,1633.74,-0.6,On Time
10690,Ahmedabad,Udaipur,343.7,Van,3.5,High,Clear,1,7.34,9.07,3940.23,1.73,Delayed
10691,Kota,Kota,234.1,Truck,8.3,Low,Clear,4,6.16,7.07,4046.29,0.91,Delayed
10692,Kota,Ajmer,134.3,Van,13.9,Medium,Clear,4,3.52,4.11,1703.85,0.59,On Time
10693,Udaipur,Udaipur,393.9,Truck,5.4,Medium,Clear,4,9.88,10.33,6756.36,0.45,On Time
10694,Jaipur,Bhilwara,378.4,Mini Truck,11.4,Low,Cloudy,6,9.49,9.48,5309.1,-0.01,On Time
10695,Jaipur,Ajmer,394.9,Truck,21.4,High,Clear,5,10.08,11.85,6780.7,1.77,Delayed
10696,Delhi,Jaipur,365.9,Van,20.6,Medium,Cloudy,7,8.88,9.73,4426.36,0.85,Delayed
10697,Udaipur,Bhilwara,171.3,Mini Truck,8.8,Medium,Cloudy,8,5.25,6.46,2541.88,1.21,Delayed
10698,Delhi,Ajmer,303.7,Truck,13.2,Low,Cloudy,4,7.78,7.86,5267.43,0.08,On Time
10699,Delhi,Bhilwara,389.6,Mini Truck,13.1,Low,Hot,5,9.56,9.75,5417.13,0.19,On Time
10700,Delhi,Jaipur,368.2,Truck,30.8,Medium,Clear,3,9.1,9.9,6298.16,0.8,Delayed
10701,Ahmedabad,Kota,56.8,Mini Truck,19.6,Medium,Clear,1,1.44,1.9,797.76,0.46,On Time
10702,Ahmedabad,Jaipur,221.0,Van,8.2,Low,Clear,1,4.78,5.56,2609.2,0.78,Delayed
10703,Delhi,Jaipur,154.8,Truck,15.1,Low,Clear,8,5.04,5.41,2851.43,0.37,On Time
10704,Udaipur,Bhilwara,464.2,Truck,16.8,Low,Cloudy,8,12.24,11.85,7965.15,-0.39,On Time
10705,Jaipur,Jodhpur,222.7,Van,18.7,High,Clear,2,5.0,6.16,2664.17,1.16,Delayed
10706,Udaipur,Delhi,291.0,Mini Truck,10.5,Medium,Clear,3,7.01,7.96,4099.37,0.95,Delayed
10707,Kota,Udaipur,254.6,Van,23.6,High,Clear,7,6.56,8.14,3178.73,1.58,Delayed
10708,Ahmedabad,Udaipur,439.1,Van,10.7,Low,Clear,8,10.59,10.73,5300.33,0.14,On Time
10709,Jaipur,Kota,545.8,Mini Truck,31.2,High,Cloudy,4,12.85,14.36,7571.4,1.51,Delayed
